Linda Reynolds;224;MartiniqueRegion1;3
Shane Daniel MD;160;CameroonRegion2;3
Victoria Mason;166;Trinidad and TobagoRegion3;1
Tracy Parker MD;113;Netherlands AntillesRegion2;1
Gene French;129;JordanRegion4;5
Karen Smith;147;LatviaRegion1;1
Scott Turner;51;BurundiRegion1;4
Jorge Hurley;109;MoldovaRegion1;5
Joseph Rich;215;GermanyRegion3;3
Daniel Lambert;125;YemenRegion1;5
Matthew Reyes;69;HondurasRegion1;4
Tammy Jensen;104;BeninRegion3;4
Heather Frye;38;United States of AmericaRegion2;5
Brian Price;236;Sierra LeoneRegion4;1
Crystal Jones;22;ItalyRegion3;5
Kimberly Greer;24;MontserratRegion5;4
Claire Bradley;101;YemenRegion2;1
Lisa Davies;31;Central African RepublicRegion1;5
Beverly Harris;144;IcelandRegion4;3
Sydney Myers;187;MonacoRegion2;1
Virginia Fox;206;GabonRegion3;4
David Brooks;33;ReunionRegion5;1
Kirk Rogers;5;RomaniaRegion3;3
Debra Franklin;215;SamoaRegion3;1
David White;62;Saint Kitts and NevisRegion2;3
Amy Eaton;73;British Indian Ocean Territory (Chagos Archipelago)Region3;2
Katie Baker;82;CambodiaRegion4;1
Casey Hubbard;90;United Arab EmiratesRegion3;1
Colin Miranda;101;PanamaRegion5;4
Margaret Davis;72;Svalbard & Jan Mayen IslandsRegion3;5
Lisa Mercer;115;TongaRegion1;1
Michelle Ortiz;187;BhutanRegion2;5
Mary Mora;161;GreeceRegion1;1
Phillip Lara;175;SingaporeRegion3;3
Nicholas Chapman;178;IcelandRegion4;4
Victoria Ayers;238;TuvaluRegion2;5
Kelsey Gross;234;VenezuelaRegion2;4
Robert Perez;101;GuernseyRegion2;4
Kim Cortez;110;Cote d'IvoireRegion3;3
Christopher Adkins;9;TogoRegion3;1
Daniel Mccullough;147;Saint Vincent and the GrenadinesRegion5;5
William Williams;76;LesothoRegion4;5
Patricia Holland;99;BermudaRegion2;2
Kayla Nichols;159;SwedenRegion1;2
Amy Smith;22;BelizeRegion3;2
Steven Decker;183;AustriaRegion3;5
Michael Chavez;195;LuxembourgRegion2;4
Paula Mathis;70;Puerto RicoRegion3;4
Brian Sims;136;LiechtensteinRegion4;2
Christian Miller;37;American SamoaRegion3;4
Emily Boyd;120;TunisiaRegion3;5
Gary Murray;110;CubaRegion3;5
Kathy Whitney;53;MontserratRegion4;3
Jeffrey Anderson;71;Kyrgyz RepublicRegion1;3
Lisa Schneider;139;LiberiaRegion3;5
Shelley Fisher;193;Palestinian TerritoryRegion5;3
Lisa Norton;92;Christmas IslandRegion5;2
Amy Smith;27;ParaguayRegion3;4
John Hudson;103;BarbadosRegion2;4
Susan Reid;197;TokelauRegion2;5
Beth Wilson;164;MonacoRegion3;3
Crystal Thornton;48;BulgariaRegion2;1
Alexandra Marshall;82;NigeriaRegion1;2
Tina Smith;181;JamaicaRegion2;5
Jessica Clark;159;MoroccoRegion4;3
Nicholas Turner;151;LuxembourgRegion1;4
David Cabrera;114;NauruRegion3;1
Andrew Mcintyre;77;Sri LankaRegion5;1
Amy Cobb DVM;120;British Virgin IslandsRegion4;1
Jessica Townsend;188;ItalyRegion1;2
Penny Turner;183;KenyaRegion3;4
Maria Spencer;217;Central African RepublicRegion3;3
Theresa Brewer;145;Norfolk IslandRegion2;3
Angela Greer;62;BangladeshRegion3;5
Jacob Woods;109;TuvaluRegion5;2
Ryan Potter;89;Brunei DarussalamRegion3;2
Kayla Cooper;163;Antigua and BarbudaRegion2;3
Ms. Judith Lewis;60;ZambiaRegion1;5
Shawn Rowe;80;Svalbard & Jan Mayen IslandsRegion5;5
Jaime Coleman;91;Libyan Arab JamahiriyaRegion2;5
Shelly Villarreal;140;OmanRegion3;2
Dr. Mary Navarro;155;Antarctica (the territory South of 60 deg S)Region3;5
Elizabeth Diaz;189;MontserratRegion1;4
Gregory Wilcox;149;GeorgiaRegion2;5
Daniel Hernandez;82;RomaniaRegion3;4
Helen Obrien;69;GhanaRegion4;4
Brianna Morse;124;El SalvadorRegion2;1
Jonathan Evans;161;Dominican RepublicRegion3;2
Robert Cordova;179;CroatiaRegion5;1
James Little;31;New CaledoniaRegion1;3
Erin Wilson;52;ArubaRegion5;5
Michelle Wade;44;American SamoaRegion1;1
Ashley Crawford;114;EcuadorRegion5;5
Tracy Lloyd;72;BurundiRegion3;3
Jason Harris;62;Saint Vincent and the GrenadinesRegion5;3
Brandon Nelson;110;RwandaRegion1;1
Jason Cardenas;193;IndiaRegion4;2
Julia Lee;109;MadagascarRegion3;2
Chelsea Keller;1;Puerto RicoRegion1;1
Kristen Butler;73;GuernseyRegion3;1
Ryan Marshall;86;Norfolk IslandRegion5;4
Jeremy Gibson;186;GermanyRegion4;4
Shelly Burgess;143;Saint HelenaRegion5;3
Kimberly Clark;160;CanadaRegion2;4
Victoria Davis;164;CongoRegion4;2
Jennifer Poole;72;Cape VerdeRegion3;3
Tammy Adams;224;CubaRegion5;1
Mr. Jason Frederick;4;Turks and Caicos IslandsRegion4;1
Robert Dean;154;SloveniaRegion5;4
Jason Ellis;20;Central African RepublicRegion1;3
Madison Parker;38;GuernseyRegion2;3
Megan Mann;215;GreeceRegion1;5
Stephanie Schroeder;210;Timor-LesteRegion2;3
Michelle Perry;120;Costa RicaRegion2;4
Shannon Taylor;137;GuadeloupeRegion1;5
Selena Daniels;46;TunisiaRegion5;5
April Harris;158;MacaoRegion2;4
Erica Meyer;47;MyanmarRegion2;4
Anna Williams;158;JerseyRegion2;3
Miss Cynthia Fisher DVM;69;KenyaRegion2;4
Dr. Angel Snyder;15;El SalvadorRegion3;3
Kevin Bradshaw;113;Slovakia (Slovak Republic)Region2;2
Renee Frederick;4;Norfolk IslandRegion3;3
Mary Short;32;LuxembourgRegion1;2
Ana Hood;205;Cape VerdeRegion3;1
Mark Thomas;232;IraqRegion3;5
Michael Jones;139;GreeceRegion5;5
Alexa Flores;160;BrazilRegion2;2
Shelby Garcia;44;NigeriaRegion4;2
David Ramos;151;SenegalRegion1;4
Shane Holland;233;CameroonRegion3;2
Kelsey Ross;47;NiueRegion3;1
Lisa Wagner;207;Russian FederationRegion4;5
Larry Williams;123;MonacoRegion5;5
Todd Madden;2;PeruRegion5;4
Lauren Reid;69;United States Minor Outlying IslandsRegion2;4
Kevin Williams;146;GuatemalaRegion5;4
Jonathan Wood;85;PalauRegion4;4
Dana Hutchinson;209;MauritiusRegion3;5
Scott Davis;174;EcuadorRegion5;5
Jennifer Smith;20;Saint HelenaRegion5;4
Colleen Parker;196;British Indian Ocean Territory (Chagos Archipelago)Region4;3
David Brown;118;MonacoRegion1;1
Daniel Park;136;RomaniaRegion5;1
Jessica Fuller;26;ChinaRegion5;4
Keith Stewart;145;Bouvet Island (Bouvetoya)Region1;1
Cynthia Garner;132;MonacoRegion1;3
Jeffrey Stewart;26;ThailandRegion1;1
Jimmy Mclaughlin;35;Antigua and BarbudaRegion5;1
Randy Gregory;164;IsraelRegion1;3
Laura Ford;79;Saint HelenaRegion1;1
Randy Nunez;50;KazakhstanRegion3;2
Mr. Charles Butler PhD;175;SingaporeRegion4;3
Jacob Evans;160;MoroccoRegion5;4
Jeffrey Barker;4;KenyaRegion1;4
Jacqueline Dixon;203;FinlandRegion2;4
Jason Tucker;75;El SalvadorRegion2;3
Sarah Garcia;63;BotswanaRegion4;5
Gary Graves;122;QatarRegion2;2
Nicole Arnold;4;United States of AmericaRegion5;4
Hayden Pope;126;Puerto RicoRegion1;3
Christopher Meyer;21;British Virgin IslandsRegion1;3
Cathy Crawford;194;Cocos (Keeling) IslandsRegion3;4
Monica Jenkins;173;ChadRegion3;4
Ashley Gentry;185;ChileRegion3;5
Jeffrey Robertson;40;Saudi ArabiaRegion4;4
Jesse Jarvis;237;MontenegroRegion2;3
Kathleen Thomas;129;Netherlands AntillesRegion5;4
Marcus Thomas;96;Equatorial GuineaRegion5;3
Wesley Hansen;165;ItalyRegion4;3
Lisa Beck;195;MaldivesRegion5;4
Johnny Walker;7;AnguillaRegion2;4
Brenda Bailey;35;MonacoRegion5;3
Robin Chavez;68;MyanmarRegion1;5
Sydney Powell;181;TogoRegion4;2
Brandon Shields;19;HondurasRegion4;4
Mary Barrett;56;ArmeniaRegion1;4
Andrew Juarez;104;HungaryRegion4;2
Jeremy Mcconnell;41;Saint Pierre and MiquelonRegion3;5
David Floyd;139;ChadRegion5;1
Mark Thomas;212;MacedoniaRegion3;5
William Bright;194;BurundiRegion4;5
Spencer Guzman;17;TurkeyRegion4;2
Samantha Lozano;124;French PolynesiaRegion5;4
William Evans;31;Burkina FasoRegion1;3
Christian Farmer;213;ZambiaRegion4;5
Jennifer Deleon;109;Costa RicaRegion4;5
James Lyons;147;AlgeriaRegion3;2
David Norris;157;Palestinian TerritoryRegion1;3
Kevin Hinton;124;IraqRegion2;3
Brett Ryan;116;PeruRegion2;4
Brandon Campbell;50;UkraineRegion1;3
Marissa Evans;78;MauritiusRegion5;2
Henry Dixon;80;Sri LankaRegion2;2
Stephen Foster;28;LesothoRegion2;2
Meghan Dean;178;IrelandRegion5;1
Mr. Rodney Allen;222;MayotteRegion1;2
Juan Lin;74;CanadaRegion1;4
Dylan Bauer;121;NamibiaRegion5;5
Bianca Jones;48;ComorosRegion5;3
Brian Coleman;214;MaliRegion1;5
Andrew Rodriguez;99;SerbiaRegion4;1
Gregory Valenzuela;235;KoreaRegion3;2
Tiffany Adams;162;VietnamRegion3;2
Shirley Watson;212;United States Minor Outlying IslandsRegion5;1
Michael Bauer;223;AfghanistanRegion3;4
Daniel Morales;170;Saudi ArabiaRegion3;2
Lorraine Roth;214;SloveniaRegion3;3
Kimberly Howard;111;CanadaRegion5;5
Gloria Underwood;192;BrazilRegion2;3
Bruce Jackson;198;Guinea-BissauRegion3;2
Larry Allen;5;TajikistanRegion3;5
Fernando Turner;65;MayotteRegion2;2
David Smith;131;QatarRegion5;4
Ronald Levy;28;FranceRegion4;5
Jennifer Juarez;198;El SalvadorRegion3;2
Jerome Anderson;141;New ZealandRegion1;1
Gregory Johnson;18;Czech RepublicRegion4;4
Brittany Goodwin;194;NamibiaRegion3;3
Larry Arnold;118;Saint HelenaRegion1;5
Sarah Rodriguez;160;EstoniaRegion3;1
Melinda Nichols;156;Antigua and BarbudaRegion1;2
Mark Lawrence;201;MoldovaRegion3;1
Donald Larson;10;GuadeloupeRegion1;1
Jennifer Silva;57;GermanyRegion2;5
Laura Rice;237;ArubaRegion1;5
Rebecca Thompson;86;TaiwanRegion5;5
Kelly Smith;51;KiribatiRegion4;3
Jared Kim;133;GambiaRegion1;5
Molly Nicholson;168;Saint MartinRegion5;5
Wendy Rogers;106;Saint Vincent and the GrenadinesRegion3;5
Haley Peterson;205;SwitzerlandRegion4;4
Tammy Lopez;74;KenyaRegion4;3
John Bradley;205;SerbiaRegion5;4
Dr. John Meyer;42;Saint HelenaRegion2;4
Timothy Martin;3;MacaoRegion3;2
Bobby Smith;21;GuamRegion2;1
George Juarez;202;EritreaRegion5;3
Corey Richardson MD;225;Saint BarthelemyRegion5;2
Jennifer Gill;90;FranceRegion3;1
Cynthia Diaz;117;Guinea-BissauRegion5;2
Mrs. Janet Merritt;211;LebanonRegion3;2
Alicia Burton;17;IranRegion5;4
Desiree Fry;206;JapanRegion3;4
Victoria Ramos;238;Isle of ManRegion5;1
Mark Bauer;220;Marshall IslandsRegion4;1
Christina Thompson;223;Cook IslandsRegion2;2
Danielle Potter;6;Cocos (Keeling) IslandsRegion1;5
Anthony Small;39;CroatiaRegion3;2
Jason Ochoa;30;CroatiaRegion5;3
Hunter Owen;192;ComorosRegion4;1
Ashley Phillips;110;BhutanRegion3;1
Jason Conway;182;BahamasRegion4;3
David Jensen;41;KuwaitRegion1;1
Paul Lee;153;ChinaRegion1;3
Samuel Bush;140;SwitzerlandRegion5;4
Victor Smith;196;ComorosRegion5;4
Lance Burton;6;BrazilRegion4;1
Michael Dunn;71;Saudi ArabiaRegion4;4
David Fuller;203;IsraelRegion3;4
Matthew Allen;67;IraqRegion4;3
Jonathan Jackson;174;MaldivesRegion5;5
James Bradley;74;TaiwanRegion2;4
Kevin Harrison;193;ArgentinaRegion1;1
Zachary Hall;117;Saint HelenaRegion5;2
Amy Brown;229;New CaledoniaRegion4;3
Brett Martin;179;LebanonRegion1;4
Dawn Mills;94;UkraineRegion5;2
Charles Clarke;186;MoldovaRegion5;4
Nicole Carpenter;102;AustriaRegion2;3
Colleen Martinez;92;ItalyRegion2;5
Daniel Brown;230;LebanonRegion4;3
Emily Martin;96;Papua New GuineaRegion4;1
David Pearson;98;IrelandRegion4;5
James Floyd;1;GeorgiaRegion2;2
Joseph Morgan;118;AlgeriaRegion2;4
Annette Gonzalez;43;MacaoRegion1;2
Susan Hall;84;Falkland Islands (Malvinas)Region1;5
Michelle Silva;53;Wallis and FutunaRegion2;3
Melissa Griffin;111;Burkina FasoRegion5;2
Brandon Ryan;236;AustraliaRegion2;5
Lisa Wheeler;66;MaltaRegion3;3
Jessica Mcfarland;5;IsraelRegion5;4
Susan Mckee;75;GreeceRegion2;4
John Long;114;New ZealandRegion3;4
Sharon Crawford;203;CongoRegion1;3
Erik Sanders;227;United States Virgin IslandsRegion2;1
Kevin Atkinson;60;American SamoaRegion3;3
Connie Martinez;14;MacedoniaRegion3;1
Tracy Rogers;61;SeychellesRegion3;1
Joseph Rodriguez;55;ComorosRegion1;4
Christina Hensley;4;Slovakia (Slovak Republic)Region5;2
Gregory Russo;7;VanuatuRegion2;3
Danielle Rogers;83;DjiboutiRegion3;1
Andrew Gomez;232;San MarinoRegion4;5
Joseph Anderson;114;GuineaRegion5;1
Carolyn Freeman;7;BahrainRegion1;2
Savannah Floyd;13;LiechtensteinRegion3;3
Eric Davis;199;EritreaRegion1;1
Michael Ballard;237;NicaraguaRegion1;3
Eric Hubbard;98;LesothoRegion3;5
Destiny Perez;115;GhanaRegion5;4
Debbie Ball;157;HondurasRegion1;5
Craig Morgan;230;HaitiRegion5;2
Andrea Vargas;51;PolandRegion3;2
Elizabeth Ramsey;217;Holy See (Vatican City State)Region5;4
Amanda Boone;184;DenmarkRegion2;2
Rebekah Long;83;RomaniaRegion5;4
Timothy Williams II;201;MalaysiaRegion2;5
Paige Thompson;26;LithuaniaRegion5;5
Robert Anderson;146;UzbekistanRegion1;4
Charles Ward;216;IrelandRegion2;4
Thomas Adams;131;JordanRegion1;5
Jason Wagner;232;HungaryRegion5;4
Mark Robinson;76;BulgariaRegion3;4
Kristen Riley;61;KoreaRegion5;5
Lori Fischer;17;NamibiaRegion3;4
Jennifer Wilkinson;73;IndonesiaRegion4;5
Jose Little;41;MayotteRegion3;3
Larry Andrews;89;HondurasRegion2;4
Eric Porter;144;DominicaRegion3;4
Erika Alexander;110;BhutanRegion2;4
Kevin Soto Jr.;41;Russian FederationRegion4;2
Juan Tate;48;GuyanaRegion3;3
Jessica Brooks;157;GibraltarRegion3;1
Eric Oneill;70;Pitcairn IslandsRegion4;5
James Lawrence;102;Netherlands AntillesRegion1;5
Jonathan Green;4;Marshall IslandsRegion5;1
Steven Phillips;96;BermudaRegion3;1
Joanna Sullivan;11;SingaporeRegion5;3
Keith Ward;40;MaldivesRegion4;5
Wayne Hancock;84;MozambiqueRegion2;3
Brian Hardin;93;EgyptRegion5;4
Michael Gonzales;51;SurinameRegion2;4
Nancy Wiggins;99;Cape VerdeRegion1;1
Michelle Johnson;68;Northern Mariana IslandsRegion3;2
Jade Hopkins;56;TogoRegion2;2
Barbara Villegas;163;JamaicaRegion1;1
Brittany Cox;47;GabonRegion5;5
Michelle Martin;107;GambiaRegion2;4
Jeremy Estrada;176;NorwayRegion2;1
Dawn Harris;153;PalauRegion3;4
Steven Giles;154;Brunei DarussalamRegion2;5
Barbara Smith;128;ZambiaRegion2;4
Melissa Valenzuela;186;PeruRegion4;3
Brenda Manning;27;LatviaRegion2;4
Melissa Perkins;233;IranRegion5;4
Daniel Adkins;135;MacedoniaRegion4;2
Jessica Scott;126;EthiopiaRegion3;5
Blake Myers;221;SingaporeRegion3;4
Benjamin Andrews;48;SeychellesRegion4;3
Joseph Allen;12;EritreaRegion1;1
Mr. Jeff Schwartz Jr.;143;GuamRegion3;3
Mark Cortez;180;SingaporeRegion4;2
Lori Salas;50;MoroccoRegion5;5
David Kent;69;BahamasRegion1;4
Wendy Johnson;61;RomaniaRegion3;5
Douglas Goodman;11;IsraelRegion2;3
Taylor Thompson;100;ParaguayRegion3;2
Tom Barron;29;SwedenRegion2;2
Sarah Woods;29;MontserratRegion1;4
Christopher Johnson;228;GibraltarRegion3;3
Mr. Samuel Henderson;202;Kyrgyz RepublicRegion5;1
David Adams;87;ArmeniaRegion5;5
Robert Kirby;33;HaitiRegion5;4
Kristen Jacobs;229;PolandRegion4;2
Heather James;42;Solomon IslandsRegion5;2
Paul Vargas;157;Kyrgyz RepublicRegion1;5
Matthew Franklin;225;BhutanRegion3;3
Selena Dawson;60;ArubaRegion2;5
Kimberly Hicks;69;Brunei DarussalamRegion2;2
Donna Price;5;GeorgiaRegion4;1
Lisa Cox;150;Western SaharaRegion3;1
Amy Williams;214;UgandaRegion2;1
Christina Fuentes;160;NorwayRegion5;5
Adam Nelson;207;QatarRegion2;3
Donna Johnson;22;GhanaRegion5;4
Natasha Brown;236;KoreaRegion1;1
Julie Cochran;98;KenyaRegion2;3
Samantha Carrillo;170;TokelauRegion5;2
Lori Evans;190;KenyaRegion3;3
Andrew Christian;13;MaliRegion2;3
Laura Wang;126;GrenadaRegion5;2
Sheri Cole;16;NauruRegion2;2
Michael Mann;237;NetherlandsRegion3;2
Michael Whitaker;96;EthiopiaRegion4;3
Seth Baird;8;Bosnia and HerzegovinaRegion3;5
Christian Grant;14;Holy See (Vatican City State)Region2;4
Mark Baker;151;New ZealandRegion4;1
Audrey Lawrence;165;GibraltarRegion1;3
Richard Bennett;136;GeorgiaRegion1;4
Amanda Fields;94;Lao People's Democratic RepublicRegion4;5
Kathryn Bishop;78;ParaguayRegion4;5
Heather Flores;167;Antigua and BarbudaRegion3;5
Sherry Mendoza;183;Saudi ArabiaRegion1;3
Christine Garcia;144;French GuianaRegion5;5
Nicholas Martin;18;VenezuelaRegion5;1
Patricia Butler;83;BangladeshRegion2;2
Laura Jenkins;65;CameroonRegion3;1
